Time,Driven velocity,Alternator Current [A],Low-Voltage Battery Current [A]
930,63.62,-14.888,-6.357
931,62.72,-16.738,-4.342
932,62.1,-18.813,-2.388
933,61.42,-19.21,-1.885
934,60.84,-20.157,-0.85
935,60.3,-20.695,0
936,60,-50.29,31.377
937,59.6,-40.885,20.963
938,58.66,-12.162,-9.026
939,57.44,-15.478,-5.448
940,56.72,-17.841,-2.951
941,56.28,-19.25,-1.829
942,55.92,-21.177,0.262
943,55.4,-21.446,0.146
944,54.76,-21.458,0.312
945,54.18,-20.761,0
946,53.78,-20.536,0
947,53.48,-20.867,0.106
948,53.38,-20.843,0.116
949,53.38,-22.256,1.431
950,53.48,-22.193,1.102
951,54.28,-22.195,1.321
952,55.2,-22.37,0.779
953,55.68,-35.614,11.367
954,55.98,-51.575,28.515
955,55.58,-49.802,26.647
956,53.5,-48.723,25.397
957,49.82,-48.676,25.561
958,45.32,-47.858,24.81
959,40.64,-45.977,24.322
960,34.96,-41.965,22.053
961,29.82,-0.387,-21.03
962,25.42,0,-22.301
963,25.22,0,-22.23
964,27.32,0,-21.758
965,29.42,0,-23.04
966,36.94,0,-22.117
967,41.62,0,-22.83
968,45.8,0,-22.294
969,50.3,0,-22.595
970,51.58,0,-22.546
971,52.8,-8.271,-15.13
972,52.8,-67.078,44.752
973,52.3,-56.539,33.856
974,51.28,-52.876,30.208
975,49.08,-50.843,28.06
976,46.5,-49.373,25.847
977,41.76,-48.482,25.513
978,37.12,-47.807,24.898
979,31.52,-47.244,24.339
980,26.86,-46.687,23.894
981,21.34,-46.664,23.443
982,17.64,-45.186,22.258
983,14.22,-45.103,21.443
984,11.68,-44.001,20.27
985,9.24,-42.792,18.966
986,6.8,-37.344,14.094
987,4.7,-19.27,-5.565
988,2.7,0,-25.594
989,0,0,-25.665
990,0,0,-25.697
991,0,0,-25.729
992,0,0,-25.707
993,0,0,-25.761
994,0,0,-25.89
995,0,0,-25.891
996,0,0,-25.828
997,0,0,-25.862
998,0,0,-25.897
999,0,0,-25.959
1000,0,0,-25.857
1001,0,0,-25.891
1002,0,0,-25.904
1003,0,0,-25.873
1004,0,0,-25.934
1005,0,0,-25.89
1006,0,0,-25.929
1007,0,0,-25.972
1008,0,0,-25.939
1009,0,0,-25.927
1010,0,0,-25.949
1011,0,0,-26.035
1012,0,0,-25.998
1013,0,0,-25.961
1014,0,0,-25.947
1015,0,0,-25.994
1016,0,0,-25.997
1017,0,0,-25.994
1018,0,0,-26.003
1019,0,0,-26.011
1020,0,0,-25.973
1021,0,0,-25.989
1022,0,0,-25.962
1023,0,0,-26.006
1024,0,0,-25.961
1025,0,0,-22.372
1026,0,0,-22.303
1027,0,0,-22.294
1028,0,0,-22.188
1029,0,-3.769,-18.173
1030,0,-48.296,28.688
1031,0,-44.249,24.523
1032,4.3,-1.304,-20.279
1033,10.18,-0.703,-22.097
1034,14.6,-43.971,24.519
1035,16.02,0,-22.256
1036,20.96,-29.595,8.718
1037,27.46,0,-22.888
1038,28.92,-43.226,23.471
1039,31.1,-41.927,22.466
1040,35.28,-39.949,19.087
1041,39.42,-38.255,17.62
1042,40.82,-35.825,15.656
1043,43.34,-34.527,13.673
1044,43.38,-32.713,11.986
1045,45.68,-30.145,9.758
1046,48.7,-29.359,9.148
1047,52.42,-28.517,8.289
1048,52.98,-28.241,7.641
1049,53.48,-27.649,6.954
1050,53.14,-32.47,9.965
1051,52.12,-61.682,39.105
1052,51.78,-57.611,35.155
1053,51.66,-56.067,33.535
1054,51.66,-54.762,32.085
1055,50.98,-53.652,30.979
1056,49.74,-51.856,29.221
1057,48.48,-51.978,29.196
1058,46.28,-51.578,28.408
1059,42.26,-50.728,27.58
1060,37.86,-50.336,27.594
1061,32.72,-49.779,26.905
1062,28.78,-44.115,24.653
1063,22.98,-1.04,-19.924
1064,19.24,-3.522,-17.807
1065,15.38,-10.357,-10.717
1066,13.84,-14.509,-6.376
1067,12.76,-15.908,-4.902
1068,13.18,-9.559,-10.761
1069,15.98,0,-22.357
1070,19.52,0,-22.518
1071,22.4,-5.366,-17.916
1072,24.98,-30.249,9.608
1073,27.36,-10.42,-10.788
1074,27.94,-28.084,7.627
1075,30.7,-26.602,5.695
1076,34.82,-6.718,-16.05
1077,35.84,0,-22.363
1078,41.04,0,-22.084
1079,45.74,0,-22.511
1080,49.94,0,-22.382
1081,50.8,-37.619,17.414
1082,55.78,-35.168,14.346
1083,56.38,-45.722,26.528
1084,58.82,-52,32.775
1085,61.3,-47.947,28.343
1086,62.1,-20.648,0.181
1087,62.1,-19.075,-1.599
1088,61.16,-20.45,-0.241
1089,59.94,-20.628,-0.116
1090,59.02,-21.261,0.164
1091,58.64,-21.423,0.63
1092,58.48,-20.846,0
1093,58.48,-21.069,0
1094,58.48,-21.576,0.706
1095,58.64,-21.234,0.52
1096,59.12,-21.582,0.367
1097,60.5,-22.214,1.111
1098,62.74,-22.16,0.219
1099,64.2,-32.078,9.081
1100,64.2,-52.409,28.802
1101,64,-46.349,27.287
1102,63.32,-32.693,11.557
1103,62.1,-9.725,-10.949
1104,60.94,-14.658,-6.344
1105,59.62,-15.721,-5.088
1106,58.92,-17.522,-3.595
1107,58.92,-18.632,-2.534
1108,60.24,-19.133,-1.78
1109,62.32,-19.689,-0.453
1110,64.38,-49.224,29.961
1111,64.5,-42.594,23.327
1112,64.3,-10.423,-10.546
1113,63.76,-13.599,-7.461
1114,62.54,-16.045,-4.671
1115,61.42,-17.519,-3.299
1116,61.22,-19.92,-0.615
1117,62.58,-20.266,-0.635
1118,64.94,-20.654,-0.364
1119,68.02,-20.309,-0.258
1120,69.54,-48.567,29.178
1121,69.54,-19.619,-2.749
1122,68.5,-15.099,-6.189
1123,67.34,-25.2,4.668
1124,66.7,-50.626,27.533
1125,66.42,-48.893,25.687
1126,66.04,-48.129,24.832
1127,65.14,-47.465,24.488
1128,63.44,-47.245,23.691
1129,60.38,-46.825,23.688
1130,56.68,-46.347,23.251
1131,52.88,-45.683,23.074
1132,48.7,-45.866,22.869
1133,44.72,-45.657,22.472
1134,40.7,-45.279,21.731
1135,35.68,-44.986,22.028
1136,31.74,-42.818,21.689
1137,27.84,-41.018,21.512
1138,22.82,-11.879,-8.408
1139,19.84,0,-21.737
1140,17.62,-5.013,-16.268
1141,15.92,-8.778,-12.282
1142,14.4,-10.759,-10.075
1143,14,-14.101,-6.766
1144,15.04,-15.891,-5.069
1145,16.5,-18.159,-3.363
1146,18.32,0,-22.332
1147,20.4,0,-25.735
1148,22.04,-60.069,37.062
1149,23.44,-50.321,27.995
1150,24.6,-43.202,24.062
1151,23.88,-42.075,22.994
1152,20.76,-36.499,16.155
1153,16.46,-5.646,-15.345
1154,13.54,-11.53,-9.686
1155,12.84,-14.148,-7.001
1156,14.24,0,-22.187
1157,18.08,0,-22.098
1158,21.64,-21.498,1.356
1159,25.56,-4.418,-18.334
1160,26.82,0,-22.077
1161,30.9,-27.714,7.881
1162,34.92,-24.364,3.499
1163,36.04,-11.489,-8.826
1164,38.54,-24.703,4.619
1165,41.62,-12.81,-10.018
1166,43.52,-25.81,4.982
1167,47.46,-23.81,3.28
1168,50.88,-22.908,2.342
1169,53.5,-22.258,1.684
1170,54.76,-21.097,0.902
1171,57.28,-21.223,0.539
1172,59.52,-21.208,0.285
1173,61.66,-21.43,0
1174,62.7,-21.265,0.543
1175,63.4,-20.991,0.246
1176,64.08,-13.093,-6.715
1177,65.44,0,-21.649
1178,67.64,0,-21.754
1179,69.36,0,-21.876
1180,70.32,0,-21.919
1181,71.16,0,-21.891
1182,71.74,0,-21.869
1183,72.42,0,-21.926
1184,73.12,0,-21.947
1185,73.94,0,-22.039
1186,74.72,0,-21.945
1187,75.64,0,-21.975
1188,76.54,0,-21.941
1189,77.46,0,-21.958
1190,77.94,0,-21.963
1191,78.34,0,-22.198
1192,79.02,0,-22.044
1193,79.84,0,-22.044
1194,80.54,0,-22.035
1195,81.3,0,-21.981
1196,81.94,0,-21.998
1197,82.44,0,-22.076
1198,82.82,0,-22.37
1199,83.2,0,-22.488
1200,83.68,0,-22.705
1201,84.18,0,-22.792
1202,84.66,0,-22.762
1203,85.34,0,-22.866
1204,85.98,0,-22.812
1205,86.66,0,-22.856
1206,87.26,0,-22.852
1207,87.88,0,-21.769
1208,88.38,0,-19.606
1209,88.66,0,-20.587
1210,88.96,0,-22.763
1211,89.14,0,-22.846
1212,89.34,0,-22.914
1213,89.56,0,-22.946
1214,89.96,0,-22.922
1215,90.28,0,-22.916
1216,90.62,0,-22.952
1217,90.94,0,-22.976
1218,91.4,0,-23.058
1219,91.92,0,-23.039
1220,92.36,0,-23.113
1221,92.66,0,-22.968
1222,92.84,0,-22.918
1223,92.94,0,-22.948
1224,93.24,0,-22.996
1225,93.72,0,-22.963
1226,93.92,0,-23.001
1227,94.16,0,-22.921
1228,94.28,0,-22.989
1229,94.26,0,-23.09
1230,94.36,0,-23.094
1231,94.46,0,-23.044
1232,94.56,0,-23.087
1233,94.66,0,-23.17
1234,94.86,0,-23.197
1235,95.06,0,-23.157
1236,95.34,0,-23.148
1237,95.64,0,-23.241
1238,95.82,0,-23.078
1239,95.94,0,-22.974
1240,96.18,0,-23.012
1241,96.28,0,-23.04
1242,96.48,0,-23.102
1243,96.58,0,-23.111
1244,96.76,0,-23.104
1245,96.86,0,-23.043
1246,97.06,0,-23.065
1247,97.26,0,-23.017
1248,97.46,0,-23.054
1249,97.54,0,-23.066
1250,97.54,0,-23.082
1251,97.54,0,-23.081
1252,97.54,0,-23.089
1253,97.36,0,-23.031
1254,97.16,0,-23.095
1255,97.16,0,-23.168
1256,97.16,0,-23.036
1257,97.26,0,-23.051
1258,97.26,0,-23.043
1259,97.26,0,-23.127
1260,97.26,0,-23.349
1261,97.16,0,-23.313
1262,96.76,0,-23.331
1263,96.28,0,-23.36
1264,95.84,0,-23.393
1265,95.44,0,-23.439
1266,95.34,0,-23.41
1267,95.34,0,-23.409
1268,95.34,0,-23.334
1269,95.34,0,-23.378
1270,95.24,0,-23.343
1271,95.16,0,-23.292
1272,94.76,0,-23.305
1273,94.56,0,-23.424
1274,94.46,0,-23.414
1275,94.28,0,-23.328
1276,94.26,0,-23.357
1277,93.94,0,-23.467
1278,93.54,0,-23.628
1279,93.14,0,-23.672
1280,92.58,0,-23.647
1281,92.1,0,-23.711
1282,91.52,0,-30.286
1283,91.04,0,-30.185
1284,90.46,0,-30.133
1285,89.84,0,-30.042
1286,89.16,0,-29.954
1287,88.38,0,-29.877
1288,87.64,-57.846,31.801
1289,86.86,-55.388,28.36
1290,86.18,-50.335,23.426
1291,85.44,-48.254,20.897
1292,84.76,-45.79,18.492
1293,84.08,-43.393,16.019
1294,83.44,-42.821,15.622
1295,82.86,-41.401,14.117
1296,82.26,-40.194,12.894
1297,81.78,-37.946,10.887
1298,81.14,-37.108,9.966
1299,80.66,-36.513,9.144
1300,80.18,-35.649,8.629
1301,79.76,-35.408,7.83
1302,79.46,-35.634,8.325
1303,79.16,-35.511,8.45
1304,78.84,-35.025,7.968
1305,78.44,-35.294,8.064
1306,78.14,-33.182,6.062
1307,77.76,-32.895,5.928
1308,77.22,-32.924,5.885
1309,76.82,-31.244,4.446
1310,76.34,-31.532,4.463
1311,76.14,-31.228,4.7
1312,75.94,-32.555,5.742
1313,75.84,-32.308,5.518
1314,75.74,-31.945,5.152
1315,75.54,-31.59,4.663
1316,75.46,-30.894,3.85
1317,75.34,-31.193,3.793
1318,75.12,-30.599,3.655
1319,74.94,-29.916,3.46
1320,74.64,-30.794,4.4
1321,74.24,-31.924,5.071
1322,73.84,-30.932,4.646
1323,73.66,0,-28.216
1324,73.66,0,-28.148
1325,74.04,0,-28.295
1326,74.82,0,-28.237
1327,75.94,0,-28.247
1328,76.92,0,-28.331
1329,78.14,0,-28.286
1330,79.58,0,-28.378
1331,80.64,0,-28.294
1332,81.04,0,-28.328
1333,81.04,0,-28.358
1334,80.94,0,-23.355
1335,80.84,0,-23.313
1336,80.84,0,-22.506
1337,80.74,-52.252,31.788
1338,80.64,-47.033,26.494
1339,80.44,-42.799,21.977
1340,80.36,-40.527,19.931
1341,80.26,-37.5,16.703
1342,80.06,-35.563,14.942
1343,79.96,-33.633,12.684
1344,79.86,-31.533,10.535
1345,79.86,-30.709,9.651
1346,80.06,-30.144,8.988
1347,80.54,-29.475,8.008
1348,81.12,-28.806,7.591
1349,81.68,-28.531,6.936
1350,82.26,-28.268,6.492
1351,82.66,-28.56,6.626
1352,82.66,-47.754,26.776
1353,82.66,-64.643,42.283
1354,82.16,-63.032,39.745
1355,81.68,-61.098,38.009
1356,80.54,-60.074,36.195
1357,78.64,-58.763,35.186
1358,76.32,-58.182,34.662
1359,73.94,-53.648,33.969
1360,71.94,-52.642,33.088
1361,70.34,-52.351,32.746
1362,68.74,-51.923,32.16
1363,66.34,-39.527,20.21
1364,64.24,0,-22.34
1365,62.52,-8.449,-14.501
1366,61.04,-13.389,-7.868
1367,60.04,-16.608,-5.673
1368,59.7,-21.414,-0.93
1369,60.2,-60.514,36.904
1370,61.7,-53.297,34.043
1371,63.02,-50.356,30.208
1372,62.48,-4.728,-18.567
1373,61.42,-9.736,-12.11
1374,60.2,-14.067,-7.473
1375,59.02,-21.862,-0.968
1376,58.08,-58.62,35.2
1377,57.8,-56.007,32.143
1378,57.4,-54.269,30.376
1379,56.52,-53.105,29.629
1380,54.52,-53.487,29.766
1381,50.68,-49.469,29.582
1382,45.46,-45.922,25.873
1383,40.96,0,-22.906
1384,36.68,-6.554,-15.209
1385,31.26,0,-23.198
1386,28.46,-6.597,-16.877
1387,28.02,-21.992,0.102
1388,30.04,-21.437,0
1389,34.34,-21.419,0
1390,36.64,-11.577,-9.942
1391,38.24,-4.158,-19.934
1392,41.04,-24.909,3.784
1393,44.96,-11.48,-13.038
1394,45.98,-25.397,3.978
1395,49.46,-24.3,2.783
1396,52.32,-23.672,1.782
1397,52.4,-22.989,1.833
1398,53.18,-55.211,35.272
1399,54.52,-51.259,31.601
1400,55.3,-50.438,30.986
1401,55.4,-49.555,29.657
1402,54.9,-52.823,28.939
1403,53.88,-52.33,28.395
1404,51.5,-52.003,28.16
1405,49.38,-50.846,27.333
1406,47.86,-51.061,27.449
1407,45.9,-47.257,27.192
1408,42.02,-46.913,26.851
1409,36.9,-7.784,-13.801
1410,32.24,-0.612,-22.127
1411,29.36,-9.526,-12.576
1412,28.14,-12.67,-9.248
1413,27.94,-14.781,-7.338
1414,28.34,-16.44,-5.144
1415,28.44,-17.474,-5.203
1416,27.66,-17.345,-4.407
1417,26.42,-7.071,-16.797
1418,26.34,-3.76,-18.017
1419,28.14,-23.839,1.676
1420,31.94,-22.502,0.147
1421,35.32,-24.862,-0.213
1422,36.64,-57.378,33.54
1423,39.76,-52.632,28.807
1424,41.42,-47.605,27.477
1425,40.86,-4.897,-16.687
1426,39.34,0,-23.198
1427,36.68,-5.453,-17.665
1428,35,-21.77,-0.127
1429,35.82,-20.5,-1.058
1430,36.32,-23.504,-1.017
1431,38.74,-51.348,27.404
1432,41.42,-53.136,29.454
1433,42.26,-51.391,27.217
1434,42.06,-50.166,26.597
1435,39.86,-50.762,26.779
1436,35.76,-45.839,26.208
1437,31,-5.892,-17.83
1438,26.62,-7.627,-14.484
1439,21.54,-11.934,-10.156
1440,19.84,0,-23.049
1441,20.72,-0.325,-24.671
1442,22.44,-60.11,36.682
1443,23.86,-48.16,28.61
1444,23.36,-36.049,15.356
1445,21.94,-8.976,-13.406
1446,20.34,-13.355,-8.305
1447,18.86,-47.816,22.292
1448,17.44,-51.184,27.199
1449,17.72,-49.742,25.238
1450,18.58,-48.037,24.335
1451,18.62,-46.767,23.05
1452,15.62,-45.71,21.713
1453,10.3,-44.395,19.738
1454,5.78,-42.718,18.841
1455,1.96,-29.373,4.021
1456,0,-4.549,-22.027
1457,0,0,-26.554
1458,0,0,-26.574
1459,0,0,-26.585
1460,0,0,-26.561
1461,0,0,-26.617
1462,0,0,-26.667
1463,0,0,-26.731
1464,0,0,-26.737
1465,0,0,-26.735
1466,0,0,-26.72
1467,0,0,-26.696
1468,0,0,-26.739
1469,0,0,-23.061
1470,0,0,-24.119
1471,0,0,-31.499
1472,0,0,-32.947
1473,0,0,-31.641
1474,0,0,-34.331
1475,0,0,-23.173
1476,0,0,-23.164
1477,0,0,-23.112
1478,0,-0.345,-23.396
1479,0,-37.662,15.553
1480,0,-4.955,-18.255
1481,0,0,-23.057
1482,0,0,-23.242
1483,0,-34.325,11.47
1484,3.38,-41.285,19.927
1485,5.38,-21.015,-1.109
1486,6.7,0,-23.34
1487,7.2,0,-23.408
1488,9.3,-5.784,-18.146
1489,11.6,-37.395,15.769
1490,13.7,0,-23.514
1491,14.3,-7.962,-12.193
1492,16.9,-40.048,19.535
1493,19.84,-4.884,-18.35
1494,24.92,0,-23.134
1495,26.14,-39.872,19.527
1496,29.56,-36.855,15.304
1497,33.74,-34.198,13.269
1498,36.92,-32.87,12.224
1499,39.02,-31.918,10.663
1500,42.94,-30.939,9.098
1501,44.16,-30.055,8.855
1502,45.98,-28.718,7.351
1503,48.08,-27.763,6.351
1504,51.38,-26.49,4.688
1505,51.28,-25.871,4.408
1506,52.16,-25.764,4.302
1507,52.6,-25.328,4.201
1508,52.8,-25.491,3.98
1509,52.9,-21.655,3.931
1510,53.1,-22.701,3.943
1511,53.48,-23.1,2.325
1512,54.48,-23.925,2.224
1513,56.12,-23.528,2.424
1514,57.98,-23.728,2.271
1515,59.5,-23.533,2.111
1516,60.84,-23.414,2.131
1517,62.4,-19.887,-3.177
1518,64.7,0,-22.673
1519,67.04,0,-22.602
1520,68.8,0,-22.869
1521,69.84,0,-23.062
1522,70.52,0,-23.191
1523,71.26,0,-23.402
1524,72.14,0,-23.103
1525,73.26,-63.744,38.149
1526,74.04,-64.712,41.709
1527,74.04,-58.656,35.151
1528,73.66,-55.964,32.353
1529,72.62,-54.446,30.743
1530,71.26,-53.121,29.74
1531,69.64,-49.057,28.87
1532,67.54,-41.28,20.407
1533,64.64,0,-22.918
1534,62.52,0,-22.773
1535,61.02,0,-23.609
1536,59.9,0,-23.078
1537,59.9,0,-23.182
1538,60,0,-22.959
1539,61.22,0,-22.933
1540,63.52,0,-23.904
1541,66.2,0,-22.906
1542,70.14,0,-22.723
1543,74.62,0,-23.068
1544,78.44,0,-23.229
1545,78.34,0,-23.658
1546,79.66,0,-23.032
1547,82.36,0,-22.767
1548,85.14,0,-23.057
1549,87.16,0,-23.088
1550,87.88,0,-23.143
1551,88.38,0,-23.534
1552,88.84,0,-23.07
1553,89.98,0,-23.134
1554,91.2,0,-23.19
1555,92.44,0,-22.994
1556,93.2,0,-23.217
1557,93.72,0,-22.96
1558,94.56,0,-23.214
1559,95.34,0,-22.95
1560,96.28,0,-23.466
1561,97.24,0,-22.88
1562,98.86,0,-22.844
1563,100.86,0,-23.382
1564,102.78,0,-23.682
1565,104.6,0,-22.864
1566,106.16,0,-22.981
1567,107.68,0,-23.739
1568,109.1,0,-23.125
1569,110.36,0,-23.065
1570,111.98,0,-23.104
1571,113.4,0,-22.863
1572,114.68,0,-23.438
1573,116.18,0,-23.561
1574,117.8,0,-23.053
1575,118.98,0,-22.974
1576,119.9,-0.154,-22.738
1577,120.68,-53.196,32.537
1578,121.54,-48.578,27.451
1579,122.32,-44.125,23.096
1580,123.2,-41.861,20.706
1581,123.82,-39.37,17.979
1582,123.72,-37.288,16.076
1583,123.34,-34.499,13.068
1584,122.8,-33.589,11.896
1585,122.42,-32.355,10.729
1586,122.02,-30.568,8.657
1587,121.62,-30.115,8.155
1588,121,-29.767,7.681
1589,120.3,-28.855,7.416
1590,119.42,-28.662,6.991
1591,118.4,-28.271,6.531
1592,117.42,-27.724,6.264
1593,116.3,-27.762,6.083
1594,115.5,-27.416,5.509
1595,114.86,-26.254,4.263
1596,114.28,-25.856,4.138
1597,114.08,-25.935,4.328
1598,113.92,-25.859,4.165
1599,113.8,-25.959,3.933
1600,113.5,-25.975,4.126
1601,113.02,-26.684,4.877
1602,112.38,-26.526,4.635
1603,111.6,-26.522,4.564
1604,110.82,-25.127,3.204
1605,109.88,-24.862,3.129
1606,109.1,-24.843,3.058
1607,108.36,-24.757,3.18
1608,107.88,-24.714,3.054
1609,107.58,-25.001,3.33
1610,107.28,-25.898,4.216
1611,107.1,-25.695,4.086
1612,106.8,-25.693,3.89
1613,106.46,-25.119,3.665
1614,106.16,-24.097,2.467
1615,106.16,-24.132,2.308
1616,106.34,-23.735,2.325
1617,106.98,-24.203,2.51
1618,107.78,-24.092,2.602
1619,108.72,0,-22.741
1620,109.58,0,-22.673
1621,110.46,0,-23.194
1622,111.5,0,-23.095
1623,112.58,0,-23.11
1624,113.7,0,-23.79
1625,114.78,0,-23.376
1626,115.6,0,-23.441
1627,116,0,-23.868
1628,116.4,-13.336,-10.878
1629,116.58,-73.422,54.142
1630,116.2,-53.84,34.276
1631,115.42,0,-23.477
1632,113.9,0,-23.506
1633,111.88,0,-23.156
1634,109.78,0,-23.422
1635,107.98,0,-23.4
1636,106.8,0,-23.311
1637,105.86,0,-23.261
1638,105.48,0,-23.584
1639,105.38,0,-23.484
1640,105.38,0,-23.398
1641,105.48,0,-23.269
1642,105.48,-43.213,21.48
1643,105.08,-45.969,25.544
1644,104.44,-41.27,20.584
1645,103.86,-38.729,17.954
1646,103.36,-36.52,15.402
1647,103.26,-34.21,13.145
1648,103.66,-33.72,12.82
1649,104.68,-32.449,11.174
1650,106.16,-31.39,9.913
1651,107.38,-29.616,8.098
1652,108.7,-28.381,7.145
1653,110.18,-28.287,6.744
1654,111.78,-27.661,6.534
1655,113.1,-27.503,6.006
1656,114.38,-27.198,5.747
1657,115.02,-26.566,5.575
1658,115.6,-26.563,5.311
1659,116.38,-26.024,4.736
1660,117.32,-25.492,3.65
1661,118.18,-24.971,3.609
1662,118.98,-25.225,3.638
1663,119.92,-24.726,3.499
1664,120.7,-25.577,4.534
1665,121.72,-25.715,4.372
1666,122.42,-25.356,4.087
1667,122.9,-25.237,4.125
1668,123.44,-25.052,3.888
1669,124.02,-24.433,2.744
1670,124.52,-24.168,2.642
1671,125.1,-24.344,2.632
1672,125.54,-24.424,2.743
1673,125.92,-24.483,2.759
1674,126.12,-24.308,2.692
1675,126.32,-25.251,3.875
1676,126.52,-25.123,3.567
1677,126.7,-24.971,3.434
1678,126.9,-25.032,3.242
1679,127,-23.924,1.989
1680,127,-23.816,2.169
1681,126.9,-23.9,2.198
1682,126.6,-23.686,2.386
1683,126.22,-23.785,2.365
1684,125.82,-23.779,2.504
1685,125.44,-24.795,3.324
1686,125.28,-24.576,3.256
1687,125.44,-24.846,2.965
1688,125.82,-23.108,1.633
1689,126.42,-23.47,1.759
1690,127,-23.372,1.889
1691,127.54,-23.4,2.007
1692,128.02,-23.325,1.889
1693,128.22,-23.477,1.918
1694,128.32,-24.572,3.005
1695,128.32,-24.284,2.967
1696,128.22,-24.453,2.776
1697,128.22,-21.984,0.947
1698,128.22,0,-23.276
1699,128.12,0,-23.026
1700,128.12,0,-23.355
1701,128.12,0,-23.19
1702,128.22,0,-23.23
1703,128.32,0,-23.467
1704,128.42,0,-23.233
1705,128.62,0,-23.176
1706,128.32,0,-23.482
1707,127.84,0,-23.216
1708,127.3,0,-23.209
1709,127.1,0,-23.363
1710,127,0,-23.084
1711,127.2,0,-22.889
1712,127.2,0,-22.766
1713,127.1,0,-23.259
1714,127,-39.519,17.513
1715,127,-47.218,27.002
1716,127.1,-42.465,21.89
1717,127.4,-39.952,19.159
1718,127.94,-37.282,16.239
1719,128.42,-34.875,13.891
1720,129.02,-32.219,11.28
1721,129.64,-30.6,9.689
1722,130.24,-30.126,8.652
1723,130.82,-29.322,7.799
1724,131.12,-28.694,7.162
1725,131.4,-28.023,6.479
1726,131.5,-28.072,5.893
1727,131.4,-26.516,4.434
1728,131.1,-30.193,6.546
1729,130.82,-68.026,37.755
1730,130.52,-63.861,33.7
1731,130.14,-69.157,31.733
1732,128.22,-51.297,31.278
1733,125.82,-53.967,30.158
1734,123.44,-53.584,29.852
1735,121,-52.928,29.097
1736,118.58,-52.432,28.676
1737,116.28,-52.248,28.295
1738,113.98,-51.34,27.741
1739,111.78,-51.069,27.373
1740,109.68,-50.791,27.071
1741,107.58,-50.499,26.982
1742,105.38,-48.422,26.748
1743,103.26,-46.199,26.532
1744,101.26,-42.27,21.317
1745,99.36,0,-22.704
1746,97.64,0,-22.784
1747,96.56,0,-22.801
1748,95.34,0,-22.847
1749,94.36,0,-22.868
1750,93.24,0,-22.861
1751,91.82,0,-22.948
1752,90.64,0,-22.885
1753,89.84,0,-22.65
1754,89.14,0,-22.72
1755,88.46,0,-22.712
1756,87.88,0,-22.7
1757,87.24,0,-22.786
1758,86.76,0,-22.885
1759,86.46,0,-23.025
1760,86.18,0,-23.011
1761,85.78,0,-23.033
1762,85.34,0,-23.078
1763,84.86,0,-23.091
1764,84.36,-8.147,-12.492
1765,83.76,-72.705,53.578
1766,83.24,-62.5,43.238
1767,82.64,-61.578,38.355
1768,82.06,-58.618,35.277
1769,81.58,-56.44,33.128
1770,80.84,-54.904,31.533
1771,79.66,-53.761,30.3
1772,78.14,-52.638,29.159
1773,76.52,-51.824,28.297
1774,73.46,-51.18,27.692
1775,70.02,-50.869,27.378
1776,66.94,-50.329,26.704
1777,64.2,-49.544,26.002
1778,61.42,-49.622,26.158
1779,58.62,-49.25,25.776
1780,55.78,-49.026,25.346
1781,52.98,-48.625,24.751
1782,50.4,-46.937,25.248
1783,47.34,-44.934,24.682
1784,44.08,-48.098,24.419
1785,39.22,-47.92,24.142
1786,35.66,-47.47,23.607
1787,33.44,-47.233,23.487
1788,32.02,-47.256,23.8
1789,30.7,-47.366,23.581
1790,28.54,-47.148,23.3
1791,26.42,-45.47,21.812
1792,23.64,-37.934,13.681
1793,21.94,-18.514,-6.336
1794,18.86,0,-26.145
1795,14.74,0,-23.196
1796,11.02,0,-22.488
1797,7.1,0,-22.522
1798,2.88,0,-22.553
1799,0,0,-22.589
